Gender,Department,City,Age,Salary,Experience_Years
Female,None,New York,46,62640,20
Female,Sales,Chicago,62,47222,37
Female,Sales,New York,44,,26
Other,Finance,Los Angeles,51,56860,27
Other,Marketing,None,31,37428,3
Female,Sales,Chicago,58,52163,32
Male,Sales,New York,59,54750,40
Female,Sales,Phoenix,27,47040,1
Male,,Chicago,59,64580,36
Female,Engineering,Los Angeles,28,48589,8
,,Phoenix,28,43250,3
Other,HR,New York,,42349,28
Male,Sales,New York,36,,7
Male,HR,None,41,28673,16
Other,Finance,Chicago,18,,0
Other,,Phoenix,29,72175,5
Other,Marketing,Los Angeles,64,82227,46
Other,Engineering,Chicago,31,66762,4
None,,None,20,57809,0
Male,Sales,None,62,54616,35
,Sales,Chicago,49,69649,24
Female,Finance,New York,33,44469,11
Other,Finance,New York,55,77015,36
Other,Marketing,Houston,27,49403,8
Other,Sales,None,34,53887,15
Female,Sales,New York,57,50370,31
Female,Finance,,21,66878,0
Female,Finance,,32,49825,12
Female,Finance,New York,50,56072,27
Female,Engineering,Chicago,56,31711,30
Female,HR,Phoenix,27,47096,
Female,HR,Houston,24,65706,0
Other,Sales,,50,37325,24
Other,,,,49597,6
Other,Finance,New York,29,49400,2
None,,,34,41233,6
Female,Engineering,Phoenix,,,43
Male,Marketing,Phoenix,33,57424,11
None,Engineering,Los Angeles,31,63531,2
Male,Sales,Los Angeles,20,65772,2
Other,HR,Houston,61,50465,33
Female,Finance,Phoenix,47,73609,20
Other,Marketing,Chicago,63,,40
Female,Engineering,Los Angeles,,,39
Other,Sales,New York,52,52234,
Male,Sales,Phoenix,43,23910,22
Male,Finance,Chicago,29,71222,8
None,Sales,Chicago,48,36972,22
Female,,Chicago,34,51020,16
Male,Finance,New York,54,61322,31
Female,Marketing,,25,84772,6
Male,HR,Chicago,36,25026,
Male,,Los Angeles,43,58945,19
Female,None,Houston,21,45861,1
Female,,New York,32,59719,11
Male,None,Los Angeles,64,64061,45
Female,HR,Los Angeles,31,56273,7
Male,Finance,Chicago,47,51190,21
None,Sales,Chicago,59,34145,37
Other,HR,New York,41,35210,13
Other,Marketing,Los Angeles,63,,41
Other,HR,Phoenix,60,37112,34
Other,None,Chicago,51,56381,26
Other,Marketing,Chicago,,69533,18
Male,Marketing,Houston,20,,1
,Engineering,New York,21,69588,0
Other,Finance,None,28,69074,8
Other,HR,None,30,55138,7
Other,Finance,Los Angeles,35,40769,
Female,Sales,Chicago,36,57982,11
Male,HR,New York,61,47330,42
None,Finance,Los Angeles,50,39378,32
Other,Finance,Phoenix,55,52073,36
,Sales,,20,36863,0
Male,Marketing,None,52,32260,25
Female,HR,Los Angeles,18,41851,0
Male,HR,Chicago,52,24186,23
Female,,Houston,53,67982,27
None,Marketing,Houston,55,,26
Other,HR,Houston,56,37092,36
Male,HR,Houston,42,42354,17
,None,,57,61381,
Female,Marketing,New York,30,69096,6
Female,Sales,None,21,51608,0
None,HR,Chicago,23,,
Female,Finance,Phoenix,28,25492,3
Male,Marketing,New York,18,45178,0
Female,,Phoenix,25,32928,5
Male,Sales,None,,32487,33
Male,Finance,None,57,,32
Male,HR,Chicago,26,,7
Female,Engineering,Houston,53,52111,29
Female,Sales,Chicago,56,56098,28
Female,Marketing,New York,59,47328,35
,Engineering,,54,51017,
Female,None,None,59,50291,38
None,None,Houston,61,43603,37
Male,,Phoenix,38,54108,11
Other,Finance,New York,37,48674,9
Male,None,Los Angeles,55,51325,30
Female,HR,Chicago,18,50062,0
Male,Marketing,Phoenix,52,79333,
Other,None,,,64846,22
Male,Sales,,24,61638,2
Female,Marketing,Houston,60,57050,
Other,Marketing,Los Angeles,61,56391,34
Female,,Chicago,26,45767,2
Other,Marketing,Los Angeles,18,66810,0
Other,HR,New York,53,54939,34
Male,Marketing,Los Angeles,51,58755,29
Male,HR,New York,51,45593,26
Female,Engineering,Los Angeles,34,36938,11
Male,None,New York,49,67032,26
Male,,New York,19,51938,1
None,HR,Los Angeles,53,42813,
Male,Engineering,Phoenix,42,,22
,Marketing,Houston,60,48425,36
Other,Sales,Houston,43,73249,14
Other,Sales,None,,44658,35
Female,HR,New York,43,56695,20
Female,Finance,Houston,38,66304,16
Female,None,New York,35,59838,9
Other,HR,Phoenix,46,58132,19
Female,Sales,Los Angeles,41,42398,17
Female,HR,Los Angeles,,51754,38
None,Marketing,New York,45,56920,17
Female,Engineering,New York,29,52542,1
Female,Marketing,Phoenix,,,8
Other,Engineering,Houston,44,47513,16
Other,Engineering,Phoenix,40,50501,15
Other,Engineering,Los Angeles,50,88746,21
Other,HR,None,33,,
Other,Sales,Houston,45,35477,26
Other,,Los Angeles,,57469,24
Female,Sales,New York,62,61896,43
Other,Marketing,Los Angeles,55,37982,
Other,None,None,,45485,
Male,Marketing,Houston,59,,30
Female,HR,Houston,46,54404,23
Female,HR,Houston,51,25675,
Female,,Chicago,20,38175,
Other,HR,,23,29253,2
Other,Engineering,New York,55,54928,32
Other,HR,Houston,30,44919,12
Male,Sales,,53,55958,30
Other,Sales,New York,32,22470,4
Male,Engineering,Los Angeles,,38280,
None,Sales,New York,50,61847,22
Other,Finance,New York,58,32749,33
Male,Marketing,,29,65339,8
Male,HR,Los Angeles,60,47716,34
Other,Finance,New York,30,37448,7
,HR,Houston,50,38403,
Female,Finance,Los Angeles,45,53214,24
Female,HR,Chicago,53,82921,
Male,Engineering,,22,90766,0
Male,Sales,None,42,29970,13
Male,Sales,Phoenix,34,60090,16
Male,Engineering,New York,54,74999,30
Female,Finance,New York,36,31321,11
Other,Marketing,Houston,52,40630,29
Male,Finance,Houston,60,54359,36
None,Sales,Phoenix,51,,22
Female,Marketing,Phoenix,63,29232,39
Other,HR,Phoenix,23,61216,2
Other,Marketing,Phoenix,36,56518,
Female,Finance,Phoenix,18,64120,0
Female,Engineering,New York,24,57999,6
Other,HR,New York,51,57913,32
Male,Finance,Chicago,36,50433,16
,HR,Chicago,50,,28
Female,Marketing,Los Angeles,43,30094,16
Male,Sales,None,58,33527,32
Male,Finance,None,59,66449,37
Female,Engineering,Los Angeles,44,45756,21
Female,Marketing,,55,36387,31
Female,Finance,New York,43,62667,22
Other,Engineering,,52,60131,27
None,Finance,New York,37,20162,9
Male,,New York,41,60231,18
Female,Finance,New York,64,40535,36
Male,HR,New York,38,57359,20
Male,Marketing,Houston,43,48823,20
Male,Finance,,37,59209,18
Male,Sales,None,23,49835,
Female,,Houston,20,31290,0
Male,HR,Los Angeles,27,,6
Female,Engineering,None,29,29801,2
,Engineering,Houston,50,33300,23
Other,Engineering,Phoenix,39,56575,17
Female,Sales,Los Angeles,33,64403,6
Other,HR,None,34,45330,5
Female,Marketing,New York,27,36556,8
,Engineering,,29,50457,6
,HR,Houston,36,,8
Other,Finance,Chicago,57,59289,37
Other,Sales,Phoenix,40,48927,14
Male,HR,Los Angeles,,51105,34
Other,HR,Chicago,27,41950,7
Other,Marketing,New York,27,40642,7
Other,HR,Houston,27,25259,
Other,Marketing,Phoenix,56,63017,33
Male,Sales,Houston,47,31095,
Other,Sales,Los Angeles,,39187,0
Female,Finance,Chicago,18,35782,
Female,None,Houston,60,62492,
Other,None,Houston,36,41235,9
Other,Engineering,New York,22,64451,1
Female,Engineering,Houston,47,58743,
Female,Finance,,43,35835,18
Male,Sales,None,,48482,39
Female,Engineering,Los Angeles,51,,30
Female,HR,Houston,19,55992,0
Other,Sales,,41,40168,
Female,,Los Angeles,31,34157,9
Male,Marketing,None,58,45893,40
Female,Sales,None,59,,30
Other,Finance,Houston,30,54239,8
Other,Marketing,Chicago,46,78498,22
Female,None,None,18,69838,0
Other,HR,Phoenix,63,32094,39
Male,None,New York,51,73028,25
Male,Engineering,,,50701,0
Female,,Los Angeles,45,11852,27
Female,Engineering,Los Angeles,36,46592,9
Female,HR,Phoenix,18,26629,0
,None,New York,53,,34
Male,Sales,Chicago,,,37
Male,Marketing,New York,30,30342,8
,Finance,Los Angeles,59,29901,41
Male,HR,New York,22,48523,
Female,Sales,Houston,50,37735,30
Female,Finance,Houston,31,46166,4
Female,None,Chicago,33,51630,11
Male,HR,Phoenix,49,27790,25
Female,Sales,New York,44,53425,21
Other,Sales,None,52,38582,32
Other,Sales,Phoenix,20,66082,0
Male,HR,Houston,21,36896,0
Other,Finance,Phoenix,24,39331,4
Other,,,30,36031,9
Male,Marketing,Houston,58,43785,30
Female,Sales,None,20,28381,0
,Finance,Phoenix,34,57831,16
Female,HR,,64,42091,44
Male,Sales,,27,62178,0
Other,Sales,Los Angeles,64,,35
Female,Marketing,Houston,18,75683,0
Female,Marketing,None,45,,16
,Sales,New York,27,44633,0
Female,Sales,Chicago,,58828,0
Male,Marketing,Phoenix,56,18853,36
None,Finance,None,20,42804,0
Male,,Chicago,24,48696,0
,Engineering,Chicago,26,60866,0
Male,Sales,Phoenix,,63955,30
Male,Marketing,Los Angeles,52,66786,31
,HR,New York,43,45574,14
,HR,None,,,
Female,Engineering,Chicago,30,50882,1
Other,Finance,New York,62,46008,38
,Engineering,Houston,47,24876,24
Female,Sales,Houston,57,52459,30
Other,Finance,Chicago,56,36276,36
Male,HR,Los Angeles,27,46583,2
Male,Marketing,Los Angeles,59,45671,
Female,Marketing,New York,40,82123,18
Female,Sales,New York,28,63491,9
,Engineering,None,,59614,2
None,Sales,Los Angeles,30,64579,
Other,None,,57,44809,33
,HR,Phoenix,63,31341,
Female,None,Houston,33,17586,7
Other,Finance,New York,26,58113,8
Other,None,Phoenix,27,58309,0
Male,,Los Angeles,,38601,
Female,Finance,None,26,40443,
Male,Engineering,New York,50,37983,24
Other,Marketing,,41,38013,
,Sales,Houston,,42434,32
Male,Marketing,Chicago,28,55041,4
Female,Sales,Los Angeles,56,65931,27
Female,Finance,Chicago,30,49644,11
Other,Marketing,New York,40,68995,13
None,Finance,Phoenix,42,85571,23
Male,Finance,New York,33,55991,15
None,Engineering,Los Angeles,38,49076,18
Other,Marketing,Chicago,27,15106,9
None,Sales,,58,,33
,Sales,Houston,57,50937,29
Female,,New York,36,51313,11
,None,New York,52,46659,31
Male,Engineering,Los Angeles,,43478,27
Male,Engineering,Chicago,58,35014,39
Female,,Los Angeles,,62113,
Male,Finance,Los Angeles,47,9366,28
Female,Engineering,Chicago,57,56650,31
None,Sales,Los Angeles,57,27263,33
Female,Sales,Chicago,,69186,0
Other,Finance,Los Angeles,55,45009,28
Male,Marketing,Phoenix,59,58391,32
Female,Marketing,Los Angeles,32,52870,13
Male,Engineering,,53,67920,31
None,Engineering,Phoenix,,77674,2
Other,Finance,New York,41,67390,22
Other,Engineering,Chicago,58,59279,
Male,Finance,Houston,64,45743,37
Male,None,Phoenix,58,57280,40
,Engineering,New York,29,65428,0
,Sales,Los Angeles,25,44209,0
,HR,,,51024,8
,Finance,None,35,,17
Female,HR,Los Angeles,61,63004,
,Engineering,,,57519,45
Male,Sales,Houston,37,30943,9
Other,Engineering,Chicago,,55068,19
,,Chicago,22,47068,0
,Engineering,,,51907,0
Female,Marketing,Los Angeles,,39497,36
Female,HR,Los Angeles,63,69763,34
Other,Engineering,Chicago,19,,0
Other,Sales,New York,33,81883,4
Other,Engineering,Los Angeles,22,52246,0
Female,,Houston,39,45596,10
Other,,Houston,18,,0
,Engineering,Los Angeles,29,54636,8
Male,Marketing,Los Angeles,,79694,8
Male,HR,Chicago,39,56969,15
Female,Sales,Phoenix,59,22184,38
Other,HR,Chicago,61,40484,36
Other,Sales,Phoenix,34,62154,10
Male,Marketing,Houston,30,47393,7
Female,Finance,Phoenix,56,42468,34
Male,Engineering,Chicago,45,39943,18
Male,Marketing,,20,36200,0
,Sales,,22,,0
Male,Sales,,53,40023,32
Other,Sales,Houston,32,,7
Other,Sales,None,34,37566,16
Male,Engineering,,61,30464,33
,HR,Houston,63,49714,44
Female,Finance,New York,46,19465,27
None,Engineering,None,21,13908,0
Female,Sales,Chicago,49,,26
Male,Engineering,Phoenix,60,50820,38
,Marketing,Phoenix,55,18705,28
Female,,,21,51362,0
Male,Finance,Houston,30,45623,6
Female,,None,37,27151,18
,None,Houston,64,60968,
Male,Finance,None,35,,16
Other,HR,,59,78874,41
Other,HR,,54,54903,35
Male,Engineering,Houston,29,50336,1
Other,None,Houston,42,76612,22
,Finance,New York,47,53785,24
Male,Sales,Houston,32,44890,8
Male,,Los Angeles,,40160,25
Other,Marketing,Phoenix,25,,2
None,Sales,New York,45,25450,27
Female,Sales,Chicago,39,67393,13
Other,HR,New York,55,29138,26
Other,Marketing,Los Angeles,33,37283,8
Other,,Chicago,22,54637,0
Other,Engineering,Phoenix,63,76184,44
Female,HR,Houston,,45970,33
Other,,New York,55,34237,31
Other,,None,28,66011,8
Male,Marketing,New York,19,43386,0
,Finance,Phoenix,42,24812,14
Female,HR,New York,42,59091,15
Female,Sales,None,,46666,0
Female,Finance,,48,46340,29
Female,Engineering,Chicago,22,61055,0
None,HR,New York,57,62415,
Other,Finance,Phoenix,,38727,3
Female,Finance,,,51835,0
Female,Sales,Houston,22,26625,0
,Engineering,,,46143,5
Female,Finance,New York,,36836,
Male,HR,Phoenix,60,46845,36
Female,Finance,None,34,43855,11
Female,Marketing,,52,47272,31
Male,None,Los Angeles,35,24928,11
Male,HR,New York,21,30230,1
Other,Finance,Houston,48,46748,21
Other,Sales,None,48,72416,20
Male,HR,,26,60980,3
Male,,New York,48,56509,25
None,Sales,Los Angeles,22,41068,0
Female,Sales,Chicago,53,35831,30
Male,Sales,Los Angeles,33,59370,13
Other,HR,Chicago,59,32525,32
Female,Sales,Houston,58,74478,36
Male,Finance,Chicago,33,,15
Female,Sales,New York,,80218,14
Other,Marketing,New York,,75550,23
Male,,None,43,,21
Female,None,None,48,55725,26
Male,HR,Phoenix,32,40324,9
Female,Sales,Chicago,58,69830,
Other,Sales,New York,55,44279,
,Finance,None,55,,31
Male,Sales,Los Angeles,60,,38
Female,Marketing,,37,,13
Male,HR,Chicago,52,42275,34
Male,Engineering,Chicago,40,53974,13
Female,Sales,Chicago,61,50490,32
Female,Engineering,,64,72173,45
None,None,Chicago,56,34895,37
Other,HR,Chicago,,72350,18
Male,Marketing,New York,39,69952,13
Male,None,Chicago,64,40392,40
Other,Engineering,New York,25,56308,0
Female,Sales,New York,26,58216,3
Other,Engineering,Chicago,32,94679,12
Other,,Los Angeles,37,38289,15
Other,HR,,52,21117,25
Male,Engineering,Los Angeles,54,19848,35
Other,Engineering,Chicago,20,53167,
Male,Marketing,Chicago,51,65371,28
Male,Sales,,51,36656,25
Male,Engineering,Chicago,53,47131,27
Female,Marketing,,52,43357,23
Male,Sales,Phoenix,26,32854,2
Male,Sales,,,59049,25
Female,HR,Chicago,43,23799,22
None,Marketing,Los Angeles,29,59571,11
,Sales,New York,41,43546,15
Other,HR,Los Angeles,58,,
Male,Finance,,36,52588,
Female,Marketing,Chicago,61,26746,32
Other,None,None,33,54690,9
Female,Sales,Chicago,43,44255,14
Female,Marketing,Chicago,40,,17
,HR,Chicago,50,60911,29
,Sales,Chicago,59,67156,36
,Marketing,,47,44821,19
Female,Marketing,None,40,36258,17
Other,Finance,New York,27,49781,5
Male,Sales,None,53,60996,35
Other,,Houston,48,35621,
Other,HR,Houston,60,54631,36
Other,Sales,Houston,39,55640,20
Other,Sales,Phoenix,60,70630,33
None,Engineering,New York,60,,33
Male,Finance,Los Angeles,55,57386,37
Other,Sales,Houston,64,42621,39
Female,None,Los Angeles,,38672,0
Male,Engineering,Los Angeles,40,79136,17
None,None,Chicago,52,,25
Male,Marketing,,54,73054,32
Male,,Chicago,49,38794,26
Other,Finance,New York,60,75148,42
Other,,New York,29,43885,0
Female,Sales,Chicago,52,61925,26
Female,Engineering,,58,35822,40
Female,HR,Houston,,33906,0
Male,Marketing,New York,51,,
Male,HR,None,,73234,34
Other,,None,,68957,23
Male,Marketing,Los Angeles,55,,28
Male,Marketing,Los Angeles,34,45153,13
Male,HR,Los Angeles,57,54776,36
Female,Engineering,Chicago,18,34218,0
Female,Sales,,25,,0
Other,Marketing,None,32,,
Male,,Los Angeles,62,,36
Male,Engineering,Phoenix,42,56966,23
Other,,Phoenix,,61880,0
Male,Marketing,Los Angeles,49,14148,29
Male,Sales,Los Angeles,30,37536,7
Female,Finance,Phoenix,63,,44
Other,Sales,Los Angeles,32,47624,3
Other,,Houston,23,48946,0
Other,Finance,Phoenix,50,59512,31
Other,Engineering,Chicago,24,,0
None,Engineering,Phoenix,,67973,31
Female,None,,64,45497,
Male,HR,Houston,46,39812,27
None,HR,Chicago,55,47901,33
Male,Marketing,,54,50446,25
Male,,New York,,51491,43
Female,,None,49,46160,
Other,Sales,Houston,20,66287,2
Female,Finance,Chicago,37,64779,19
Male,Finance,New York,31,66313,9
Female,Marketing,None,45,35199,21
None,Marketing,Chicago,55,60869,35
Other,Marketing,New York,21,74086,0
Female,Sales,,32,66791,6
Female,HR,,34,,6
Female,Marketing,New York,54,45022,33
Male,Marketing,Houston,41,,
None,Sales,Houston,55,69288,30
None,Sales,Chicago,59,35349,33
Female,,Chicago,58,42812,36
Other,HR,New York,53,58383,24
,Marketing,Los Angeles,58,52167,36
Male,Engineering,New York,25,,6
Male,Engineering,None,20,41355,0
Other,Marketing,Chicago,47,31118,24
Other,Marketing,Houston,39,53242,17
Other,Marketing,Phoenix,50,36793,
,Marketing,,42,57806,
Female,HR,Houston,47,36625,29
Other,Engineering,Los Angeles,54,47757,31
Female,None,,20,75739,2
,Engineering,New York,21,53275,0
Male,Engineering,New York,46,38001,27
Other,Sales,New York,49,57486,25
Other,Marketing,Chicago,40,47872,22
Female,Marketing,Los Angeles,36,,11
,Marketing,Houston,,50365,7
Male,Sales,None,33,68602,9
Male,HR,,40,59059,16
Male,HR,Los Angeles,57,47270,
,Finance,Los Angeles,63,31807,43
Other,None,New York,54,61015,28
Other,HR,Chicago,18,57169,0
Other,Marketing,,36,25603,14
Other,Engineering,New York,54,,30
Male,HR,Chicago,,73590,24
Female,HR,Los Angeles,,54800,20
None,Sales,Chicago,34,29114,9
Other,,New York,56,67052,33
Male,None,Los Angeles,43,68248,21
Other,,,30,39353,12
Other,Engineering,Houston,39,36160,12
Male,Finance,Los Angeles,63,51192,36
Other,Sales,Chicago,40,52401,13
Female,HR,New York,61,,35
Other,HR,Phoenix,60,33911,37
Female,Finance,Chicago,50,44724,30
Female,None,None,44,43635,15
Other,Sales,Los Angeles,52,,23
Male,Sales,Chicago,29,64873,2
Female,HR,New York,26,34079,0
Male,HR,Phoenix,,69589,27
Female,Marketing,Houston,31,52300,
Other,Engineering,Phoenix,54,40370,34
Other,Finance,New York,20,55813,0
Female,Sales,,61,48005,37
,Finance,New York,61,,38
Female,Marketing,Chicago,38,81815,10
,Sales,Los Angeles,24,55887,3
Male,Marketing,Houston,50,,23
Other,Marketing,Houston,52,74042,27
None,HR,New York,28,46928,9
Other,Finance,Chicago,62,42097,39
Male,Finance,Houston,,68458,
Other,HR,Phoenix,39,62593,14
Male,Finance,Los Angeles,59,42288,31
Female,HR,Phoenix,36,,11
Female,,Houston,53,44841,25
Male,None,Houston,54,,26
Other,Marketing,New York,28,57565,10
Male,None,New York,58,30826,39
Other,Engineering,Los Angeles,30,50620,9
Female,Marketing,New York,,27745,27
Other,HR,Chicago,32,28659,12
Female,Engineering,Los Angeles,30,42596,9
Other,None,,60,,33
Other,Marketing,New York,,24354,30
Other,None,Los Angeles,25,32201,3
None,Marketing,Houston,,26878,21
Male,HR,Phoenix,54,38882,25
Female,Engineering,Houston,21,57892,0
Female,Finance,Chicago,35,72149,11
Male,None,Houston,40,,15
Female,Sales,Houston,,56509,21
None,Marketing,None,19,,0
,Engineering,Phoenix,30,48411,11
Female,HR,None,33,,15
Female,None,None,25,70768,2
None,HR,Houston,36,,18
Female,HR,Los Angeles,49,52989,26
Female,Finance,Houston,,23668,0
Other,Finance,New York,49,60926,23
Female,HR,,58,61120,31
,Sales,Phoenix,38,40701,11
Male,Engineering,Chicago,,53395,24
None,Engineering,None,34,,10
Other,Marketing,None,,41926,21
Male,Marketing,Phoenix,50,56153,24
Female,Engineering,Phoenix,,33786,20
Male,HR,Chicago,53,80583,
Female,HR,Chicago,40,57968,21
Male,Finance,Houston,64,,46
,None,Phoenix,61,64383,37
Other,Marketing,Phoenix,42,61756,13
Male,Engineering,Houston,61,38828,37
Female,HR,Phoenix,47,42423,
Female,Engineering,New York,30,15689,8
,Sales,Chicago,60,33918,33
Female,Engineering,Chicago,64,60002,35
Female,,Chicago,46,52748,17
Female,,Los Angeles,33,42601,
Male,Finance,New York,55,55205,30
Male,,New York,44,42021,15
Female,Engineering,Houston,,,17
Other,Engineering,Los Angeles,28,35798,1
Male,Sales,Phoenix,64,84425,37
Other,Finance,New York,54,47720,
Female,Sales,Los Angeles,20,48584,0
Female,Finance,,43,57849,20
Male,None,New York,51,64682,28
Female,,Houston,50,,26
Male,Sales,Los Angeles,32,66641,6
Female,Finance,None,19,46697,0
None,Sales,Los Angeles,45,49841,21
Male,Engineering,Phoenix,37,42770,9
Male,None,New York,55,61532,26
Male,Sales,None,61,29274,41
Female,Marketing,Houston,33,,6
Female,Engineering,Chicago,63,58883,37
Other,Engineering,New York,,65378,0
Male,,None,25,58194,2
Female,Marketing,Chicago,61,,37
Female,HR,Los Angeles,63,58656,34
Male,Finance,Houston,,61101,8
Other,Marketing,New York,43,59735,17
Male,Sales,None,49,46408,22
None,Sales,Houston,30,47712,1
Female,Engineering,,22,64936,2
Other,HR,Houston,61,50031,33
Female,None,Los Angeles,59,35689,40
Male,Marketing,Phoenix,30,43858,11
Male,Marketing,Los Angeles,58,72372,39
Male,None,Chicago,28,29845,2
Other,Marketing,Houston,54,69504,29
Female,Marketing,Chicago,49,50361,23
Male,Engineering,,,30116,36
Male,HR,None,59,61882,41
Female,,None,35,39325,8
Male,HR,Houston,46,51406,19
None,Marketing,Los Angeles,32,22439,6
Female,HR,New York,37,70180,19
Female,Marketing,Phoenix,61,45588,39
Female,Marketing,Phoenix,53,40798,32
None,Engineering,Houston,22,,
Other,None,New York,57,63280,35
Male,,,54,47167,
Other,Sales,None,,62806,24
None,Finance,Houston,35,49613,17
Other,Finance,None,36,51322,11
Female,None,Chicago,49,,26
Male,Marketing,Houston,59,65850,41
Male,Marketing,Phoenix,39,60055,20
